DATETIME,gross_pnl_usd
2021-01-01 22:00:00,121.47180990361433
2021-01-02 22:00:00,314.36907056488815
2021-01-03 22:00:00,-49.318342546617565
2021-01-04 22:00:00,320.04625516115766
2021-01-05 22:00:00,170.43397057954434
2021-01-06 22:00:00,106.03019600750231
2021-01-07 22:00:00,-233.33574727947857
2021-01-08 22:00:00,49.956751991275695
2021-01-09 22:00:00,-49.93278697709902
2021-01-10 22:00:00,-430.9018663506363
2021-01-11 22:00:00,86.11757917638678
2021-01-12 22:00:00,69.28076811690255
2021-01-13 22:00:00,15.847164152061502
2021-01-14 22:00:00,-321.19058758567735
2021-01-15 22:00:00,53.842748431606594
2021-01-16 22:00:00,-1.7320481810050357
2021-01-17 22:00:00,72.21641351056137
2021-01-18 22:00:00,130.08224900752404
2021-01-19 22:00:00,81.4830104243174
2021-01-20 22:00:00,-89.62228780608463
2021-01-21 22:00:00,-77.20312472918063
2021-01-22 22:00:00,-25.189301525902593
2021-01-23 22:00:00,43.29049336980765
2021-01-24 22:00:00,-38.60385558107582
2021-01-25 22:00:00,42.369314826869186
2021-01-26 22:00:00,-548.3583250601783
2021-01-27 22:00:00,144.21998065344903
2021-01-28 22:00:00,-79.16422370731073
2021-01-29 22:00:00,-6.008079442575356
2021-01-30 22:00:00,-47.47012168366025
2021-01-31 22:00:00,150.95052293718436
2021-02-01 22:00:00,23.218215969797644
2021-02-02 22:00:00,90.33494313321492
2021-02-03 22:00:00,94.19045604870439
2021-02-04 22:00:00,33.67149039427586
2021-02-05 22:00:00,43.87672355060707
2021-02-06 22:00:00,-71.97821999754234
2021-02-07 22:00:00,215.9308293076398
2021-02-08 22:00:00,23.321218761465097
2021-02-09 22:00:00,-88.02037981025
2021-02-10 22:00:00,63.288633199283275
2021-02-11 22:00:00,118.33042271374107
2021-02-12 22:00:00,-33.9001950578904
2021-02-13 22:00:00,40.11028149260923
2021-02-14 22:00:00,43.19218319063763
2021-02-15 22:00:00,-60.25204868977079
2021-02-16 22:00:00,81.57080292554815
2021-02-17 22:00:00,-30.19589879878838
2021-02-18 22:00:00,30.648740690264837
2021-02-19 22:00:00,26.603230376744264
2021-02-20 22:00:00,-15.232428359921435
2021-02-21 22:00:00,-125.0207475259714
2021-02-22 22:00:00,-244.26460488084606
2021-02-23 22:00:00,208.16286990127435
2021-02-24 22:00:00,-317.0212834380326
2021-02-25 22:00:00,-121.59730017163648
2021-02-26 22:00:00,14.93455228270592
2021-02-27 22:00:00,-22.98036333930325
2021-02-28 22:00:00,181.98407316179333
2021-03-01 22:00:00,-87.59521800080839
2021-03-02 22:00:00,82.51556903598319
2021-03-03 22:00:00,15.825218927522563
2021-03-04 22:00:00,111.27255177658292
2021-03-05 22:00:00,-14.168951256901089
2021-03-06 22:00:00,47.96910412138334
2021-03-07 22:00:00,260.1505105086392
2021-03-08 22:00:00,-111.55910354492357
2021-03-09 22:00:00,100.28326671720923
2021-03-10 22:00:00,38.95423266109047
2021-03-11 22:00:00,61.73568498581435
2021-03-12 22:00:00,85.15687021308034
2021-03-13 22:00:00,7.0546484459646885
2021-03-14 21:00:00,-59.397172028157584
2021-03-15 21:00:00,-4.737484572059875
2021-03-16 21:00:00,44.25233003616522
2021-03-17 21:00:00,-64.67847180267556
2021-03-18 21:00:00,-64.76170772627353
2021-03-19 21:00:00,21.31483942175361
2021-03-20 21:00:00,-35.935183826943344
2021-03-21 21:00:00,-40.443694394482385
2021-03-22 21:00:00,-122.47776780412096
2021-03-23 21:00:00,-47.801130644250044
2021-03-24 21:00:00,153.17560618207096
2021-03-25 21:00:00,222.55217437472584
2021-03-26 21:00:00,16.130612538002772
2021-03-27 21:00:00,-7.2583110896829375
2021-03-28 21:00:00,168.6112177163967
2021-03-29 21:00:00,225.05062529150902
2021-03-30 21:00:00,12.740736568610382
2021-03-31 21:00:00,34.800527930113994
2021-04-01 21:00:00,123.18528949241006
2021-04-02 21:00:00,25.996216044825452
2021-04-03 21:00:00,-52.22155453212096
2021-04-04 21:00:00,109.36992149798614
2021-04-05 21:00:00,-195.0088862523212
2021-04-06 21:00:00,-69.36020415583471
2021-04-07 21:00:00,31.736554387861194
2021-04-08 21:00:00,107.39497930829069
2021-04-09 21:00:00,76.47920074925952
2021-04-10 21:00:00,-24.616909521262208
2021-04-11 21:00:00,8.707926645136443
2021-04-12 21:00:00,119.6764884132814
2021-04-13 21:00:00,-12.38953396914395
2021-04-14 21:00:00,220.24165780307874
2021-04-15 21:00:00,102.3909074874404
2021-04-16 21:00:00,-40.408284643763494
2021-04-17 21:00:00,-186.91529499934586
2021-04-18 21:00:00,-117.8051929223272
2021-04-19 21:00:00,-193.18584299513773
2021-04-20 21:00:00,226.26541880955352
2021-04-21 21:00:00,-167.33603737181016
2021-04-22 21:00:00,90.8528394922789
2021-04-23 21:00:00,-42.70683478858733
2021-04-24 21:00:00,1.3086187434720178
2021-04-25 21:00:00,97.57329337652395
2021-04-26 21:00:00,35.73569163172487
2021-04-27 21:00:00,33.61050079477412
2021-04-28 21:00:00,3.1820251899940066
2021-04-29 21:00:00,-100.73904937844216
2021-04-30 21:00:00,47.36987895731414
2021-05-01 21:00:00,25.625984674422867
2021-05-02 21:00:00,227.4676009849744
2021-05-03 21:00:00,-194.27940669377617
2021-05-04 21:00:00,86.20696049502777
2021-05-05 21:00:00,219.89942694779057
2021-05-06 21:00:00,190.49379416145536
2021-05-07 21:00:00,58.52610310798375
2021-05-08 21:00:00,59.79956363144154
2021-05-09 21:00:00,-185.55793931586868
2021-05-10 21:00:00,-120.68819539947593
2021-05-11 21:00:00,-376.5074874838706
2021-05-12 21:00:00,-16.125069576888798
2021-05-13 21:00:00,258.6548140487531
2021-05-14 21:00:00,-23.023442860918944
2021-05-15 21:00:00,-96.8899304151547
2021-05-16 21:00:00,84.84434459614256
2021-05-17 21:00:00,-98.29092826602
2021-05-18 21:00:00,-203.80578780590784
2021-05-19 21:00:00,113.10061341036172
2021-05-20 21:00:00,62.59355118666931
2021-05-21 21:00:00,-37.77578880650473
2021-05-22 21:00:00,58.37491441692646
2021-05-23 21:00:00,30.389664408982444
2021-05-24 21:00:00,66.4391342443848
2021-05-25 21:00:00,-83.3245263865386
2021-05-26 21:00:00,111.03987344649363
2021-05-27 21:00:00,44.297772685566244
2021-05-28 21:00:00,4.025578265605845
2021-05-29 21:00:00,-16.332424474011408
2021-05-30 21:00:00,-41.112979841141254
2021-05-31 21:00:00,17.885551318594704
2021-06-01 21:00:00,74.97263792307187
2021-06-02 21:00:00,-246.98772905854673
2021-06-03 21:00:00,99.74092378561645
2021-06-04 21:00:00,6.341487141146383
2021-06-05 21:00:00,0.6331048641384709
2021-06-06 21:00:00,17.15924661263243
2021-06-07 21:00:00,-52.86883887480209
2021-06-08 21:00:00,-96.72784879833146
2021-06-09 21:00:00,45.35500104339364
2021-06-10 21:00:00,-31.01978723387748
2021-06-11 21:00:00,8.340992858187331
2021-06-12 21:00:00,-25.92953313339511
2021-06-13 21:00:00,-1.321693669942468
2021-06-14 21:00:00,-38.16840921948155
2021-06-15 21:00:00,-214.9304019112741
2021-06-16 21:00:00,-30.60708204206244
