DATETIME,net_pnl_usd
2002-01-02 22:00:00,-147.37355549768895
2002-01-03 22:00:00,169.04743178483886
2002-01-04 22:00:00,-425.16109831557304
2002-01-07 22:00:00,-91.92088985061578
2002-01-08 22:00:00,348.9390293883477
2002-01-09 22:00:00,234.01872483498525
2002-01-10 22:00:00,-10.25969471556025
2002-01-11 22:00:00,-36.21135378964874
2002-01-14 22:00:00,-324.30578516572615
2002-01-15 22:00:00,-83.21978922383175
2002-01-16 22:00:00,95.70907599840902
2002-01-17 22:00:00,565.6946930260133
2002-01-18 22:00:00,-164.4436095820993
2002-01-21 22:00:00,82.2085873363206
2002-01-22 22:00:00,229.0364080070646
2002-01-23 22:00:00,11.787726590693353
2002-01-24 22:00:00,27.944227587197627
2002-01-25 22:00:00,-78.55948834597237
2002-01-28 22:00:00,79.65075641522557
2002-01-29 22:00:00,-287.6028608410978
2002-01-30 22:00:00,-74.20760642361367
2002-01-31 22:00:00,361.53081559121506
2002-02-01 22:00:00,-282.81138012484945
2002-02-04 22:00:00,30.794956618742965
2002-02-05 22:00:00,894.8801828144748
2002-02-06 22:00:00,34.15649055308782
2002-02-07 22:00:00,9.451748774035565
2002-02-08 22:00:00,-343.8020034648246
2002-02-11 22:00:00,-1198.0943959250126
2002-02-12 22:00:00,-136.54002643336707
2002-02-13 22:00:00,94.91933411923257
2002-02-14 22:00:00,-183.94032349843047
2002-02-15 22:00:00,11.052501077300974
2002-02-18 22:00:00,-18.87114924109496
2002-02-19 22:00:00,-244.0599487777908
2002-02-20 22:00:00,109.62245400395709
2002-02-21 22:00:00,-134.12131068929534
2002-02-22 22:00:00,-205.95829790606368
2002-02-25 22:00:00,178.4060072569684
2002-02-26 22:00:00,281.02882215886325
2002-02-27 22:00:00,-359.9948391119872
2002-02-28 22:00:00,130.41803876449714
2002-03-01 22:00:00,-469.07170661660484
2002-03-04 22:00:00,-1135.9200366604464
2002-03-05 22:00:00,-294.1805661311531
2002-03-06 22:00:00,-614.6166985903205
2002-03-07 22:00:00,-961.0578059952292
2002-03-08 22:00:00,75.65663985631005
2002-03-11 22:00:00,-230.78638512120443
2002-03-12 22:00:00,174.68501321388763
2002-03-13 22:00:00,124.00171219895877
2002-03-14 22:00:00,-111.76065529346211
2002-03-15 22:00:00,-3.9996506959946156
2002-03-18 22:00:00,318.10324753833936
2002-03-19 22:00:00,153.59647558208476
2002-03-20 22:00:00,-105.3342453147516
2002-03-21 22:00:00,115.83765590413707
2002-03-22 22:00:00,-36.37115922460607
2002-03-25 22:00:00,-150.14573437342185
2002-03-26 22:00:00,54.45632566005937
2002-03-27 22:00:00,343.0528929601692
2002-03-28 22:00:00,259.6627635147522
2002-03-29 22:00:00,-99.99562712930727
2002-04-01 22:00:00,329.73801164269696
2002-04-02 22:00:00,378.7315619429519
2002-04-03 22:00:00,-708.1533520114147
2002-04-04 22:00:00,-437.23642195690627
2002-04-05 22:00:00,-385.5313824968521
2002-04-08 22:00:00,16.17855264945474
2002-04-09 22:00:00,-310.98303786906484
2002-04-10 22:00:00,288.70669341682975
2002-04-11 22:00:00,-144.0633639578263
2002-04-12 22:00:00,-376.3351791508071
2002-04-15 22:00:00,77.78425376119233
2002-04-16 22:00:00,-343.72512106169705
2002-04-17 22:00:00,489.4327809758996
2002-04-18 22:00:00,63.025978824643246
