DATETIME,net_pnl_usd
2024-01-02 22:00:00,-140.1856445942008
2024-01-03 22:00:00,13.544340139165584
2024-01-04 22:00:00,-8.098511205321529
2024-01-05 22:00:00,-2.0878979187518216
2024-01-07 22:00:00,83.85227155544159
2024-01-08 22:00:00,-39.03444142869807
2024-01-09 22:00:00,61.86906630131215
2024-01-10 22:00:00,-5.601746097525482
2024-01-11 22:00:00,-42.437289752522055
2024-01-12 22:00:00,3.95267506077851
2024-01-13 22:00:00,-9.072831800339635
2024-01-14 22:00:00,1.3284594039248416
2024-01-15 22:00:00,-36.44841081230125
2024-01-16 22:00:00,-42.9522814614408
2024-01-17 22:00:00,21.899370455840643
2024-01-18 22:00:00,65.99674966631108
2024-01-19 22:00:00,-2.4422703989267633
2024-01-20 22:00:00,0.905460997939507
2024-01-21 22:00:00,6.808587918928087
2024-01-22 22:00:00,-7.715297232908644
2024-01-23 22:00:00,-6.6603777985311305
2024-01-24 22:00:00,24.82938648689408
2024-01-25 22:00:00,11.373826728969844
2024-01-26 22:00:00,0.23541417502502912
2024-01-27 22:00:00,-0.7522653047788247
2024-01-28 22:00:00,46.58059738391517
2024-01-29 22:00:00,-2.0127578595043403
2024-01-30 22:00:00,-91.33500622153639
2024-01-31 22:00:00,104.12561435463881
2024-02-01 22:00:00,3.019574375563777
2024-02-02 22:00:00,0.31300962016450895
2024-02-03 22:00:00,-1.7577664175092171
2024-02-04 22:00:00,-39.138317839000706
2024-02-05 22:00:00,37.18381759068869
2024-02-06 22:00:00,39.301064246441435
2024-02-07 22:00:00,7.457907635213778
2024-02-08 22:00:00,31.80864758962521
2024-02-09 22:00:00,4.739539012111651
2024-02-10 22:00:00,1.00769745193581
2024-02-11 22:00:00,55.15054453196743
2024-02-12 22:00:00,-78.98778801592043
2024-02-13 22:00:00,92.23866711194384
2024-02-14 22:00:00,18.572293414651625
2024-02-15 22:00:00,-33.21783024900071
2024-02-16 22:00:00,-2.807313146173108
2024-02-17 22:00:00,12.723876334913239
2024-02-18 22:00:00,31.978196813238394
2024-02-19 22:00:00,-17.742623105974292
2024-02-20 22:00:00,7.86616852095549
2024-02-21 22:00:00,114.59300609560016
2024-02-22 22:00:00,-2.0897087642919816
2024-02-23 22:00:00,16.322435511861325
2024-02-24 22:00:00,27.96615948585119
2024-02-25 22:00:00,43.319772656203085
2024-02-26 22:00:00,61.20424995584816
2024-02-27 22:00:00,40.06840664542763
2024-02-28 22:00:00,51.89189954632141
