DATETIME,PRICE,CARRY,FORWARD,PRICE_CONTRACT,CARRY_CONTRACT,FORWARD_CONTRACT
2017-12-31 22:00:00,13467.0,13467.0,13467.0,29991200,29991200,29991200
2018-01-01 22:00:00,14721.0,14721.0,14721.0,29991200,29991200,29991200
2018-01-02 22:00:00,14978.0,14978.0,14978.0,29991200,29991200,29991200
2018-01-03 22:00:00,14846.0,14846.0,14846.0,29991200,29991200,29991200
2018-01-04 22:00:00,16835.0,16835.0,16835.0,29991200,29991200,29991200
2018-01-07 22:00:00,14808.0,14808.0,14808.0,29991200,29991200,29991200
2018-01-08 22:00:00,14475.0,14475.0,14475.0,29991200,29991200,29991200
2018-01-09 22:00:00,14419.0,14419.0,14419.0,29991200,29991200,29991200
2018-01-10 22:00:00,13386.0,13386.0,13386.0,29991200,29991200,29991200
2018-01-11 22:00:00,13692.0,13692.0,13692.0,29991200,29991200,29991200
2018-01-14 22:00:00,13855.0,13855.0,13855.0,29991200,29991200,29991200
2018-01-15 22:00:00,10472.0,10472.0,10472.0,29991200,29991200,29991200
2018-01-16 22:00:00,11295.0,11295.0,11295.0,29991200,29991200,29991200
2018-01-17 22:00:00,11335.0,11335.0,11335.0,29991200,29991200,29991200
2018-01-18 22:00:00,11289.0,11289.0,11289.0,29991200,29991200,29991200
2018-01-21 22:00:00,10188.0,10188.0,10188.0,29991200,29991200,29991200
2018-01-22 22:00:00,10916.0,10916.0,10916.0,29991200,29991200,29991200
2018-01-23 22:00:00,11177.0,11177.0,11177.0,29991200,29991200,29991200
2018-01-24 22:00:00,11220.0,11220.0,11220.0,29991200,29991200,29991200
2018-01-25 22:00:00,10815.0,10815.0,10815.0,29991200,29991200,29991200
2018-01-28 22:00:00,11265.0,11265.0,11265.0,29991200,29991200,29991200
2018-01-29 22:00:00,10210.0,10210.0,10210.0,29991200,29991200,29991200
2018-01-30 22:00:00,10044.0,10044.0,10044.0,29991200,29991200,29991200
2018-01-31 22:00:00,9269.3,9269.3,9269.3,29991200,29991200,29991200
2018-02-01 22:00:00,8618.3,8618.3,8618.3,29991200,29991200,29991200
2018-02-04 22:00:00,7136.1,7136.1,7136.1,29991200,29991200,29991200
2018-02-05 22:00:00,7665.8,7665.8,7665.8,29991200,29991200,29991200
2018-02-06 22:00:00,8053.1,8053.1,8053.1,29991200,29991200,29991200
2018-02-07 22:00:00,8183.4,8183.4,8183.4,29991200,29991200,29991200
2018-02-08 22:00:00,8493.0,8493.0,8493.0,29991200,29991200,29991200
2018-02-11 22:00:00,8793.0,8793.0,8793.0,29991200,29991200,29991200
