DATETIME,PRICE,CARRY,FORWARD,PRICE_CONTRACT,CARRY_CONTRACT,FORWARD_CONTRACT
2001-05-03 22:00:00,6089.169921875,6089.169921875,6089.169921875,29991200,29991200,29991200
2001-05-04 22:00:00,6138.27978515625,6138.27978515625,6138.27978515625,29991200,29991200,29991200
2001-05-07 22:00:00,6122.6201171875,6122.6201171875,6122.6201171875,29991200,29991200,29991200
2001-05-08 22:00:00,6108.72021484375,6108.72021484375,6108.72021484375,29991200,29991200,29991200
2001-05-09 22:00:00,6063.93994140625,6063.93994140625,6063.93994140625,29991200,29991200,29991200
2001-05-10 22:00:00,6165.18017578125,6165.18017578125,6165.18017578125,29991200,29991200,29991200
2001-05-11 22:00:00,6141.02001953125,6141.02001953125,6141.02001953125,29991200,29991200,29991200
2001-05-14 22:00:00,6064.68017578125,6064.68017578125,6064.68017578125,29991200,29991200,29991200
2001-05-15 22:00:00,6070.3798828125,6070.3798828125,6070.3798828125,29991200,29991200,29991200
2001-05-16 22:00:00,6148.43994140625,6148.43994140625,6148.43994140625,29991200,29991200,29991200
2001-05-17 22:00:00,6173.81005859375,6173.81005859375,6173.81005859375,29991200,29991200,29991200
2001-05-18 22:00:00,6186.8701171875,6186.8701171875,6186.8701171875,29991200,29991200,29991200
2001-05-21 22:00:00,6249.8701171875,6249.8701171875,6249.8701171875,29991200,29991200,29991200
2001-05-22 22:00:00,6270.58984375,6270.58984375,6270.58984375,29991200,29991200,29991200
2001-05-23 22:00:00,6215.25,6215.25,6215.25,29991200,29991200,29991200
2001-05-24 22:00:00,6278.89990234375,6278.89990234375,6278.89990234375,29991200,29991200,29991200
2001-05-25 22:00:00,6223.56982421875,6223.56982421875,6223.56982421875,29991200,29991200,29991200
2001-05-28 22:00:00,6216.830078125,6216.830078125,6216.830078125,29991200,29991200,29991200
2001-05-29 22:00:00,6120.330078125,6120.330078125,6120.330078125,29991200,29991200,29991200
2001-05-30 22:00:00,6041.22021484375,6041.22021484375,6041.22021484375,29991200,29991200,29991200
2001-05-31 22:00:00,6123.259765625,6123.259765625,6123.259765625,29991200,29991200,29991200
2001-06-01 22:00:00,6125.169921875,6125.169921875,6125.169921875,29991200,29991200,29991200
2001-06-04 22:00:00,6177.740234375,6177.740234375,6177.740234375,29991200,29991200,29991200
2001-06-05 22:00:00,6242.1298828125,6242.1298828125,6242.1298828125,29991200,29991200,29991200
2001-06-06 22:00:00,6192.43994140625,6192.43994140625,6192.43994140625,29991200,29991200,29991200
2001-06-07 22:00:00,6184.25,6184.25,6184.25,29991200,29991200,29991200
2001-06-08 22:00:00,6187.2099609375,6187.2099609375,6187.2099609375,29991200,29991200,29991200
