,USD,GBP,JPY,AUD,CAD,EUR
1985-12-17,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-18,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-19,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-20,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-23,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-24,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-25,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-26,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-27,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-30,8.05,11.63,5.0,18.18,8.98,4.61
1985-12-31,8.05,11.63,5.0,18.18,8.98,4.61
1986-01-01,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-02,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-03,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-06,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-07,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-08,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-09,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-10,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-13,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-14,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-15,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-16,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-17,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-20,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-21,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-22,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-23,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-24,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-27,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-28,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-29,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-30,8.14,11.5,4.5,18.97,10.33,4.58
1986-01-31,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-03,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-04,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-05,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-06,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-07,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-10,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-11,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-12,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-13,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-14,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-17,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-18,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-19,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-20,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-21,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-24,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-25,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-26,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-27,8.14,11.5,4.5,18.97,10.33,4.58
1986-02-28,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-03,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-04,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-05,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-06,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-07,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-10,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-11,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-12,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-13,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-14,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-17,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-18,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-19,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-20,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-21,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-24,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-25,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-26,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-27,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-28,8.14,11.5,4.5,18.97,10.33,4.58
1986-03-31,8.14,11.5,4.5,18.97,10.33,4.58
1986-04-01,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-02,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-03,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-04,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-07,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-08,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-09,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-10,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-11,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-14,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-15,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-16,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-17,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-18,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-21,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-22,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-23,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-24,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-25,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-28,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-29,6.99,11.43,3.5,15.76,9.27,4.76
1986-04-30,6.99,11.43,3.5,15.76,9.27,4.76
1986-05-01,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-02,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-05,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-06,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-07,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-08,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-09,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-12,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-13,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-14,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-15,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-16,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-19,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-20,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-21,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-22,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-23,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-26,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-27,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-28,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-29,6.85,10.56,3.5,14.73,8.43,4.3
1986-05-30,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-02,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-03,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-04,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-05,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-06,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-09,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-10,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-11,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-12,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-13,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-16,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-17,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-18,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-19,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-20,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-23,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-24,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-25,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-26,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-27,6.85,10.56,3.5,14.73,8.43,4.3
1986-06-30,6.85,10.56,3.5,14.73,8.43,4.3
1986-07-01,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-02,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-03,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-04,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-07,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-08,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-09,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-10,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-11,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-14,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-15,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-16,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-17,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-18,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-21,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-22,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-23,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-24,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-25,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-28,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-29,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-30,6.56,10.08,3.5,14.85,8.63,4.61
1986-07-31,6.56,10.08,3.5,14.85,8.63,4.61
1986-08-01,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-04,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-05,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-06,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-07,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-08,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-11,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-12,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-13,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-14,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-15,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-18,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-19,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-20,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-21,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-22,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-25,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-26,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-27,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-28,6.17,10.0,3.5,17.37,8.58,4.49
1986-08-29,6.17,10.0,3.5,17.37,8.58,4.49
1986-09-01,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-02,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-03,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-04,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-05,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-08,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-09,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-10,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-11,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-12,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-15,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-16,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-17,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-18,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-19,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-22,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-23,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-24,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-25,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-26,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-29,5.89,9.38,3.5,18.08,8.63,4.39
1986-09-30,5.89,9.38,3.5,18.08,8.63,4.39
1986-10-01,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-02,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-03,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-06,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-07,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-08,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-09,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-10,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-13,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-14,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-15,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-16,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-17,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-20,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-21,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-22,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-23,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-24,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-27,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-28,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-29,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-30,5.85,9.88,3.5,16.82,8.62,4.41
1986-10-31,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-03,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-04,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-05,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-06,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-07,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-10,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-11,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-12,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-13,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-14,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-17,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-18,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-19,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-20,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-21,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-24,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-25,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-26,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-27,5.85,9.88,3.5,16.82,8.62,4.41
1986-11-28,5.85,9.88,3.5,16.82,8.62,4.41
1986-12-01,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-02,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-03,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-04,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-05,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-08,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-09,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-10,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-11,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-12,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-15,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-16,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-17,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-18,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-19,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-22,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-23,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-24,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-25,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-26,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-29,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-30,6.91,10.83,3.0,15.53,8.49,5.0
1986-12-31,6.91,10.83,3.0,15.53,8.49,5.0
1987-01-01,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-02,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-05,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-06,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-07,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-08,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-09,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-12,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-13,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-14,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-15,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-16,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-19,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-20,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-21,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-22,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-23,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-26,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-27,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-28,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-29,6.43,11.03,3.0,15.86,7.74,4.24
1987-01-30,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-02,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-03,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-04,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-05,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-06,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-09,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-10,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-11,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-12,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-13,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-16,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-17,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-18,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-19,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-20,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-23,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-24,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-25,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-26,6.43,11.03,3.0,15.86,7.74,4.24
1987-02-27,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-02,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-03,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-04,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-05,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-06,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-09,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-10,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-11,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-12,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-13,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-16,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-17,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-18,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-19,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-20,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-23,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-24,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-25,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-26,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-27,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-30,6.43,11.03,3.0,15.86,7.74,4.24
1987-03-31,6.43,11.03,3.0,15.86,7.74,4.24
1987-04-01,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-02,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-03,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-06,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-07,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-08,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-09,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-10,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-13,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-14,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-15,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-16,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-17,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-20,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-21,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-22,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-23,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-24,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-27,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-28,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-29,6.37,9.86,2.5,15.08,8.26,3.75
1987-04-30,6.37,9.86,2.5,15.08,8.26,3.75
1987-05-01,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-04,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-05,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-06,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-07,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-08,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-11,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-12,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-13,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-14,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-15,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-18,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-19,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-20,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-21,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-22,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-25,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-26,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-27,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-28,6.85,8.87,2.5,14.14,8.54,3.69
1987-05-29,6.85,8.87,2.5,14.14,8.54,3.69
1987-06-01,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-02,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-03,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-04,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-05,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-08,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-09,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-10,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-11,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-12,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-15,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-16,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-17,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-18,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-19,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-22,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-23,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-24,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-25,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-26,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-29,6.73,9.0,2.5,13.68,8.59,3.61
1987-06-30,6.73,9.0,2.5,13.68,8.59,3.61
1987-07-01,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-02,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-03,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-06,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-07,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-08,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-09,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-10,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-13,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-14,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-15,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-16,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-17,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-20,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-21,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-22,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-23,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-24,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-27,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-28,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-29,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-30,6.58,8.8,2.5,12.99,8.76,3.73
1987-07-31,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-03,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-04,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-05,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-06,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-07,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-10,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-11,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-12,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-13,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-14,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-17,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-18,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-19,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-20,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-21,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-24,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-25,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-26,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-27,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-28,6.58,8.8,2.5,12.99,8.76,3.73
1987-08-31,6.58,8.8,2.5,12.99,8.76,3.73
1987-09-01,7.22,9.62,2.5,11.7,9.57,3.71
1987-09-02,7.22,9.62,2.5,11.7,9.57,3.71
1987-09-03,7.22,9.62,2.5,11.7,9.57,3.71
1987-09-04,7.22,9.62,2.5,11.7,9.57,3.71
1987-09-07,7.22,9.62,2.5,11.7,9.57,3.71
