,US500,NAS100
1880-09-09,4.72972972972973,4.72972972972973
1880-09-10,4.72972972972973,4.72972972972973
1880-09-13,4.72972972972973,4.72972972972973
1880-09-14,4.72972972972973,4.72972972972973
1880-09-15,4.72972972972973,4.72972972972973
1880-09-16,4.72972972972973,4.72972972972973
1880-09-17,4.72972972972973,4.72972972972973
1880-09-20,4.72972972972973,4.72972972972973
1880-09-21,4.72972972972973,4.72972972972973
1880-09-22,4.72972972972973,4.72972972972973
1880-09-23,4.72972972972973,4.72972972972973
1880-09-24,4.72972972972973,4.72972972972973
1880-09-27,4.72972972972973,4.72972972972973
1880-09-28,4.72972972972973,4.72972972972973
1880-09-29,4.72972972972973,4.72972972972973
1880-09-30,4.72972972972973,4.72972972972973
1880-10-01,4.690431519699812,4.690431519699812
1880-10-04,4.690431519699812,4.690431519699812
1880-10-05,4.690431519699812,4.690431519699812
1880-10-06,4.690431519699812,4.690431519699812
1880-10-07,4.690431519699812,4.690431519699812
1880-10-08,4.690431519699812,4.690431519699812
1880-10-11,4.690431519699812,4.690431519699812
1880-10-12,4.690431519699812,4.690431519699812
1880-10-13,4.690431519699812,4.690431519699812
1880-10-14,4.690431519699812,4.690431519699812
1880-10-15,4.690431519699812,4.690431519699812
1880-10-18,4.690431519699812,4.690431519699812
1880-10-19,4.690431519699812,4.690431519699812
1880-10-20,4.690431519699812,4.690431519699812
1880-10-21,4.690431519699812,4.690431519699812
1880-10-22,4.690431519699812,4.690431519699812
1880-10-25,4.690431519699812,4.690431519699812
1880-10-26,4.690431519699812,4.690431519699812
1880-10-27,4.690431519699812,4.690431519699812
1880-10-28,4.690431519699812,4.690431519699812
1880-10-29,4.690431519699812,4.690431519699812
1880-11-01,4.545454545454546,4.545454545454546
1880-11-02,4.545454545454546,4.545454545454546
1880-11-03,4.545454545454546,4.545454545454546
1880-11-04,4.545454545454546,4.545454545454546
1880-11-05,4.545454545454546,4.545454545454546
1880-11-08,4.545454545454546,4.545454545454546
1880-11-09,4.545454545454546,4.545454545454546
1880-11-10,4.545454545454546,4.545454545454546
1880-11-11,4.545454545454546,4.545454545454546
1880-11-12,4.545454545454546,4.545454545454546
1880-11-15,4.545454545454546,4.545454545454546
1880-11-16,4.545454545454546,4.545454545454546
1880-11-17,4.545454545454546,4.545454545454546
1880-11-18,4.545454545454546,4.545454545454546
1880-11-19,4.545454545454546,4.545454545454546
1880-11-22,4.545454545454546,4.545454545454546
1880-11-23,4.545454545454546,4.545454545454546
1880-11-24,4.545454545454546,4.545454545454546
1880-11-25,4.545454545454546,4.545454545454546
1880-11-26,4.545454545454546,4.545454545454546
1880-11-29,4.545454545454546,4.545454545454546
1880-11-30,4.545454545454546,4.545454545454546
1880-12-01,4.452054794520548,4.452054794520548
1880-12-02,4.452054794520548,4.452054794520548
1880-12-03,4.452054794520548,4.452054794520548
1880-12-06,4.452054794520548,4.452054794520548
1880-12-07,4.452054794520548,4.452054794520548
1880-12-08,4.452054794520548,4.452054794520548
1880-12-09,4.452054794520548,4.452054794520548
1880-12-10,4.452054794520548,4.452054794520548
1880-12-13,4.452054794520548,4.452054794520548
1880-12-14,4.452054794520548,4.452054794520548
1880-12-15,4.452054794520548,4.452054794520548
1880-12-16,4.452054794520548,4.452054794520548
1880-12-17,4.452054794520548,4.452054794520548
1880-12-20,4.452054794520548,4.452054794520548
1880-12-21,4.452054794520548,4.452054794520548
1880-12-22,4.452054794520548,4.452054794520548
1880-12-23,4.452054794520548,4.452054794520548
1880-12-24,4.452054794520548,4.452054794520548
1880-12-27,4.452054794520548,4.452054794520548
1880-12-28,4.452054794520548,4.452054794520548
1880-12-29,4.452054794520548,4.452054794520548
1880-12-30,4.452054794520548,4.452054794520548
1880-12-31,4.452054794520548,4.452054794520548
1881-01-03,4.452054794520548,4.452054794520548
1881-01-04,4.452054794520548,4.452054794520548
1881-01-05,4.452054794520548,4.452054794520548
1881-01-06,4.452054794520548,4.452054794520548
1881-01-07,4.452054794520548,4.452054794520548
1881-01-10,4.452054794520548,4.452054794520548
1881-01-11,4.452054794520548,4.452054794520548
1881-01-12,4.452054794520548,4.452054794520548
1881-01-13,4.452054794520548,4.452054794520548
1881-01-14,4.452054794520548,4.452054794520548
1881-01-17,4.452054794520548,4.452054794520548
1881-01-18,4.452054794520548,4.452054794520548
1881-01-19,4.452054794520548,4.452054794520548
1881-01-20,4.452054794520548,4.452054794520548
1881-01-21,4.452054794520548,4.452054794520548
1881-01-24,4.452054794520548,4.452054794520548
1881-01-25,4.452054794520548,4.452054794520548
1881-01-26,4.452054794520548,4.452054794520548
1881-01-27,4.452054794520548,4.452054794520548
1881-01-28,4.452054794520548,4.452054794520548
1881-01-31,4.452054794520548,4.452054794520548
1881-02-01,4.376012965964344,4.376012965964344
1881-02-02,4.376012965964344,4.376012965964344
1881-02-03,4.376012965964344,4.376012965964344
1881-02-04,4.376012965964344,4.376012965964344
1881-02-07,4.376012965964344,4.376012965964344
1881-02-08,4.376012965964344,4.376012965964344
1881-02-09,4.376012965964344,4.376012965964344
1881-02-10,4.376012965964344,4.376012965964344
1881-02-11,4.376012965964344,4.376012965964344
1881-02-14,4.376012965964344,4.376012965964344
1881-02-15,4.376012965964344,4.376012965964344
1881-02-16,4.376012965964344,4.376012965964344
1881-02-17,4.376012965964344,4.376012965964344
1881-02-18,4.376012965964344,4.376012965964344
1881-02-21,4.376012965964344,4.376012965964344
1881-02-22,4.376012965964344,4.376012965964344
1881-02-23,4.376012965964344,4.376012965964344
1881-02-24,4.376012965964344,4.376012965964344
1881-02-25,4.376012965964344,4.376012965964344
1881-02-28,4.376012965964344,4.376012965964344
1881-03-01,4.407051282051282,4.407051282051282
1881-03-02,4.407051282051282,4.407051282051282
1881-03-03,4.407051282051282,4.407051282051282
1881-03-04,4.407051282051282,4.407051282051282
1881-03-07,4.407051282051282,4.407051282051282
1881-03-08,4.407051282051282,4.407051282051282
1881-03-09,4.407051282051282,4.407051282051282
1881-03-10,4.407051282051282,4.407051282051282
1881-03-11,4.407051282051282,4.407051282051282
1881-03-14,4.407051282051282,4.407051282051282
1881-03-15,4.407051282051282,4.407051282051282
1881-03-16,4.407051282051282,4.407051282051282
1881-03-17,4.407051282051282,4.407051282051282
1881-03-18,4.407051282051282,4.407051282051282
1881-03-21,4.407051282051282,4.407051282051282
1881-03-22,4.407051282051282,4.407051282051282
1881-03-23,4.407051282051282,4.407051282051282
1881-03-24,4.407051282051282,4.407051282051282
1881-03-25,4.407051282051282,4.407051282051282
1881-03-28,4.407051282051282,4.407051282051282
1881-03-29,4.407051282051282,4.407051282051282
1881-03-30,4.407051282051282,4.407051282051282
1881-03-31,4.407051282051282,4.407051282051282
1881-04-01,4.501607717041802,4.501607717041802
1881-04-04,4.501607717041802,4.501607717041802
1881-04-05,4.501607717041802,4.501607717041802
1881-04-06,4.501607717041802,4.501607717041802
1881-04-07,4.501607717041802,4.501607717041802
1881-04-08,4.501607717041802,4.501607717041802
1881-04-11,4.501607717041802,4.501607717041802
1881-04-12,4.501607717041802,4.501607717041802
1881-04-13,4.501607717041802,4.501607717041802
1881-04-14,4.501607717041802,4.501607717041802
1881-04-15,4.501607717041802,4.501607717041802
1881-04-18,4.501607717041802,4.501607717041802
1881-04-19,4.501607717041802,4.501607717041802
1881-04-20,4.501607717041802,4.501607717041802
1881-04-21,4.501607717041802,4.501607717041802
1881-04-22,4.501607717041802,4.501607717041802
1881-04-25,4.501607717041802,4.501607717041802
1881-04-26,4.501607717041802,4.501607717041802
1881-04-27,4.501607717041802,4.501607717041802
1881-04-28,4.501607717041802,4.501607717041802
1881-04-29,4.501607717041802,4.501607717041802
1881-05-02,4.501607717041802,4.501607717041802
1881-05-03,4.501607717041802,4.501607717041802
1881-05-04,4.501607717041802,4.501607717041802
1881-05-05,4.501607717041802,4.501607717041802
1881-05-06,4.501607717041802,4.501607717041802
1881-05-09,4.501607717041802,4.501607717041802
1881-05-10,4.501607717041802,4.501607717041802
1881-05-11,4.501607717041802,4.501607717041802
1881-05-12,4.501607717041802,4.501607717041802
1881-05-13,4.501607717041802,4.501607717041802
1881-05-16,4.501607717041802,4.501607717041802
1881-05-17,4.501607717041802,4.501607717041802
1881-05-18,4.501607717041802,4.501607717041802
1881-05-19,4.501607717041802,4.501607717041802
1881-05-20,4.501607717041802,4.501607717041802
1881-05-23,4.501607717041802,4.501607717041802
1881-05-24,4.501607717041802,4.501607717041802
1881-05-25,4.501607717041802,4.501607717041802
1881-05-26,4.501607717041802,4.501607717041802
1881-05-27,4.501607717041802,4.501607717041802
1881-05-30,4.501607717041802,4.501607717041802
1881-05-31,4.501607717041802,4.501607717041802
1881-06-01,4.407294832826747,4.407294832826747
1881-06-02,4.407294832826747,4.407294832826747
1881-06-03,4.407294832826747,4.407294832826747
1881-06-06,4.407294832826747,4.407294832826747
1881-06-07,4.407294832826747,4.407294832826747
1881-06-08,4.407294832826747,4.407294832826747
1881-06-09,4.407294832826747,4.407294832826747
1881-06-10,4.407294832826747,4.407294832826747
1881-06-13,4.407294832826747,4.407294832826747
1881-06-14,4.407294832826747,4.407294832826747
1881-06-15,4.407294832826747,4.407294832826747
1881-06-16,4.407294832826747,4.407294832826747
1881-06-17,4.407294832826747,4.407294832826747
1881-06-20,4.407294832826747,4.407294832826747
1881-06-21,4.407294832826747,4.407294832826747
1881-06-22,4.407294832826747,4.407294832826747
1881-06-23,4.407294832826747,4.407294832826747
1881-06-24,4.407294832826747,4.407294832826747
1881-06-27,4.407294832826747,4.407294832826747
1881-06-28,4.407294832826747,4.407294832826747
1881-06-29,4.407294832826747,4.407294832826747
1881-06-30,4.407294832826747,4.407294832826747
1881-07-01,4.645669291338582,4.645669291338582
1881-07-04,4.645669291338582,4.645669291338582
1881-07-05,4.645669291338582,4.645669291338582
1881-07-06,4.645669291338582,4.645669291338582
1881-07-07,4.645669291338582,4.645669291338582
1881-07-08,4.645669291338582,4.645669291338582
1881-07-11,4.645669291338582,4.645669291338582
1881-07-12,4.645669291338582,4.645669291338582
1881-07-13,4.645669291338582,4.645669291338582
1881-07-14,4.645669291338582,4.645669291338582
1881-07-15,4.645669291338582,4.645669291338582
1881-07-18,4.645669291338582,4.645669291338582
1881-07-19,4.645669291338582,4.645669291338582
1881-07-20,4.645669291338582,4.645669291338582
1881-07-21,4.645669291338582,4.645669291338582
1881-07-22,4.645669291338582,4.645669291338582
1881-07-25,4.645669291338582,4.645669291338582
1881-07-26,4.645669291338582,4.645669291338582
1881-07-27,4.645669291338582,4.645669291338582
1881-07-28,4.645669291338582,4.645669291338582
1881-07-29,4.645669291338582,4.645669291338582
1881-08-01,4.838709677419355,4.838709677419355
1881-08-02,4.838709677419355,4.838709677419355
1881-08-03,4.838709677419355,4.838709677419355
1881-08-04,4.838709677419355,4.838709677419355
1881-08-05,4.838709677419355,4.838709677419355
1881-08-08,4.838709677419355,4.838709677419355
1881-08-09,4.838709677419355,4.838709677419355
1881-08-10,4.838709677419355,4.838709677419355
1881-08-11,4.838709677419355,4.838709677419355
1881-08-12,4.838709677419355,4.838709677419355
1881-08-15,4.838709677419355,4.838709677419355
1881-08-16,4.838709677419355,4.838709677419355
1881-08-17,4.838709677419355,4.838709677419355
